"met2013","Geo_STATE","Geo_COUNTY","met_name"
44860,48,223,"Sulphur Springs, TX Micro Area"
44900,13,55,"Summerville, GA Micro Area"
44940,45,85,"Sumter, SC Metro Area"
44980,42,97,"Sunbury, PA Micro Area"
45000,6,35,"Susanville, CA Micro Area"
45020,48,353,"Sweetwater, TX Micro Area"
45060,36,75,"Syracuse, NY Metro Area"
45060,36,53,"Syracuse, NY Metro Area"
45060,36,67,"Syracuse, NY Metro Area"
45140,40,21,"Tahlequah, OK Micro Area"
45180,1,121,"Talladega-Sylacauga, AL Micro Area"
45220,12,129,"Tallahassee, FL Metro Area"
45220,12,65,"Tallahassee, FL Metro Area"
45220,12,39,"Tallahassee, FL Metro Area"
45220,12,73,"Tallahassee, FL Metro Area"
45260,22,65,"Tallulah, LA Micro Area"
45300,12,57,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
45300,12,103,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
45300,12,53,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
45300,12,101,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
45340,35,55,"Taos, NM Micro Area"
45380,17,21,"Taylorville, IL Micro Area"
45460,18,153,"Terre Haute, IN Metro Area"
45460,18,21,"Terre Haute, IN Metro Area"
45460,18,165,"Terre Haute, IN Metro Area"
45460,18,167,"Terre Haute, IN Metro Area"
45500,5,91,"Texarkana, TX-Texarkana, AR Metro Area"
45500,48,37,"Texarkana, TX-Texarkana, AR Metro Area"
45520,41,65,"The Dalles, OR Micro Area"
45540,12,119,"The Villages, FL Micro Area"
45580,13,293,"Thomaston, GA Micro Area"
45620,13,275,"Thomasville, GA Micro Area"
45640,37,57,"Thomasville-Lexington, NC Micro Area"
45660,39,147,"Tiffin, OH Micro Area"
45700,13,277,"Tifton, GA Micro Area"
45740,13,257,"Toccoa, GA Micro Area"
45780,39,51,"Toledo, OH Metro Area"
45780,39,95,"Toledo, OH Metro Area"
45780,39,123,"Toledo, OH Metro Area"
45780,39,173,"Toledo, OH Metro Area"
45820,20,197,"Topeka, KS Metro Area"
45820,20,87,"Topeka, KS Metro Area"
45820,20,85,"Topeka, KS Metro Area"
45820,20,139,"Topeka, KS Metro Area"
45820,20,177,"Topeka, KS Metro Area"
45860,9,5,"Torrington, CT Micro Area"
45900,26,79,"Traverse City, MI Micro Area"
45900,26,55,"Traverse City, MI Micro Area"
45900,26,89,"Traverse City, MI Micro Area"
45900,26,19,"Traverse City, MI Micro Area"
45940,34,21,"Trenton-Ewing, NJ Metro Area"
45980,1,109,"Troy, AL Micro Area"
46020,6,57,"Truckee-Grass Valley, CA Micro Area"
46060,4,19,"Tucson, AZ Metro Area"
46100,47,31,"Tullahoma, TN Micro Area"
46100,47,127,"Tullahoma, TN Micro Area"
46100,47,51,"Tullahoma, TN Micro Area"
46140,40,117,"Tulsa, OK Metro Area"
46140,40,143,"Tulsa, OK Metro Area"
46140,40,131,"Tulsa, OK Metro Area"
46140,40,145,"Tulsa, OK Metro Area"
46140,40,111,"Tulsa, OK Metro Area"
46140,40,37,"Tulsa, OK Metro Area"
46140,40,113,"Tulsa, OK Metro Area"
46180,28,115,"Tupelo, MS Micro Area"
46180,28,57,"Tupelo, MS Micro Area"
46180,28,81,"Tupelo, MS Micro Area"
46220,1,63,"Tuscaloosa, AL Metro Area"
46220,1,125,"Tuscaloosa, AL Metro Area"
46220,1,65,"Tuscaloosa, AL Metro Area"
46260,1,87,"Tuskegee, AL Micro Area"
46300,16,53,"Twin Falls, ID Micro Area"
46300,16,83,"Twin Falls, ID Micro Area"
46340,48,423,"Tyler, TX Metro Area"
46380,6,45,"Ukiah, CA Micro Area"
46420,45,87,"Union, SC Micro Area"
46460,21,75,"Union City, TN-KY Micro Area"
46460,47,131,"Union City, TN-KY Micro Area"
46500,39,21,"Urbana, OH Micro Area"
46540,36,43,"Utica-Rome, NY Metro Area"
46540,36,65,"Utica-Rome, NY Metro Area"
46620,48,463,"Uvalde, TX Micro Area"
46660,13,185,"Valdosta, GA Metro Area"
46660,13,101,"Valdosta, GA Metro Area"
46660,13,173,"Valdosta, GA Metro Area"
46660,13,27,"Valdosta, GA Metro Area"
46700,6,95,"Vallejo-Fairfield, CA Metro Area"
46740,1,17,"Valley, AL Micro Area"
46780,39,161,"Van Wert, OH Micro Area"
46820,46,27,"Vermillion, SD Micro Area"
46860,49,47,"Vernal, UT Micro Area"
46900,48,487,"Vernon, TX Micro Area"
46980,28,149,"Vicksburg, MS Micro Area"
47020,48,469,"Victoria, TX Metro Area"
47020,48,175,"Victoria, TX Metro Area"
47020,48,57,"Victoria, TX Metro Area"
47080,13,279,"Vidalia, GA Micro Area"
47080,13,209,"Vidalia, GA Micro Area"
47180,18,83,"Vincennes, IN Micro Area"
47220,34,11,"Vineland-Millville-Bridgeton, NJ Metro Area"
47260,51,199,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,115,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,73,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,650,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,810,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,37,53,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,735,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,93,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,550,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,700,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,181,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,710,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,740,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,800,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,95,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47260,51,830,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
47300,6,107,"Visalia-Porterville, CA Metro Area"
47340,18,169,"Wabash, IN Micro Area"
47380,48,309,"Waco, TX Metro Area"
47420,27,167,"Wahpeton, ND-MN Micro Area"
47420,38,77,"Wahpeton, ND-MN Micro Area"
47460,53,71,"Walla Walla, WA Micro Area"
47500,45,29,"Walterboro, SC Micro Area"
47540,39,11,"Wapakoneta, OH Micro Area"
47580,13,153,"Warner Robins, GA Metro Area"
47620,42,123,"Warren, PA Micro Area"
47660,29,101,"Warrensburg, MO Micro Area"
47700,18,85,"Warsaw, IN Micro Area"
47780,18,27,"Washington, IN Micro Area"
47820,37,13,"Washington, NC Micro Area"
47900,51,177,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,24,31,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,179,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,11,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,600,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,43,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,153,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,630,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,24,33,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,187,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,24,9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,24,17,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,59,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,54,37,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,107,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,510,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,610,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,24,21,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,683,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,685,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47900,51,13,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
47920,39,47,"Washington Court House, OH Micro Area"
47940,19,17,"Waterloo-Cedar Falls, IA Metro Area"
47940,19,13,"Waterloo-Cedar Falls, IA Metro Area"
47940,19,75,"Waterloo-Cedar Falls, IA Metro Area"
47980,46,57,"Watertown, SD Micro Area"
47980,46,29,"Watertown, SD Micro Area"
48020,55,55,"Watertown-Fort Atkinson, WI Micro Area"
48060,36,45,"Watertown-Fort Drum, NY Micro Area"
48100,12,49,"Wauchula, FL Micro Area"
48140,55,73,"Wausau, WI Metro Area"
48180,13,299,"Waycross, GA Micro Area"
48180,13,229,"Waycross, GA Micro Area"
48220,40,39,"Weatherford, OK Micro Area"
48300,53,7,"Wenatchee-East Wenatchee, WA Metro Area"
48300,53,17,"Wenatchee-East Wenatchee, WA Metro Area"
48460,29,91,"West Plains, MO Micro Area"
48500,28,25,"West Point, MS Micro Area"
48540,39,13,"Wheeling, WV-OH Metro Area"
48540,54,69,"Wheeling, WV-OH Metro Area"
48540,54,51,"Wheeling, WV-OH Metro Area"
48580,55,127,"Whitewater, WI Micro Area"
48620,20,15,"Wichita, KS Metro Area"
48620,20,173,"Wichita, KS Metro Area"
48620,20,191,"Wichita, KS Metro Area"
48620,20,79,"Wichita, KS Metro Area"
48660,48,485,"Wichita Falls, TX Metro Area"
48660,48,9,"Wichita Falls, TX Metro Area"
48660,48,77,"Wichita Falls, TX Metro Area"
48700,42,81,"Williamsport, PA Metro Area"
48740,9,15,"Willimantic, CT Micro Area"
48780,38,105,"Williston, ND Micro Area"
48820,27,67,"Willmar, MN Micro Area"
48900,37,19,"Wilmington, NC Metro Area"
48900,37,141,"Wilmington, NC Metro Area"
48900,37,129,"Wilmington, NC Metro Area"
48940,39,27,"Wilmington, OH Micro Area"
48980,37,195,"Wilson, NC Micro Area"
49020,51,840,"Winchester, VA-WV Metro Area"
49020,54,27,"Winchester, VA-WV Metro Area"
49020,51,69,"Winchester, VA-WV Metro Area"
49060,20,35,"Winfield, KS Micro Area"
49100,27,169,"Winona, MN Micro Area"
49180,37,67,"Winston-Salem, NC Metro Area"
49180,37,197,"Winston-Salem, NC Metro Area"
49180,37,169,"Winston-Salem, NC Metro Area"
49180,37,59,"Winston-Salem, NC Metro Area"
49260,40,153,"Woodward, OK Micro Area"
49300,39,169,"Wooster, OH Micro Area"
49340,25,27,"Worcester, MA Metro Area"
49380,27,105,"Worthington, MN Micro Area"
49420,53,77,"Yakima, WA Metro Area"
49460,46,135,"Yankton, SD Micro Area"
49540,28,163,"Yazoo City, MS Micro Area"
49620,42,133,"York-Hanover, PA Metro Area"
49660,42,85,"Youngstown-Warren-Boardman, OH-PA Metro Area"
49660,39,99,"Youngstown-Warren-Boardman, OH-PA Metro Area"
49660,39,155,"Youngstown-Warren-Boardman, OH-PA Metro Area"
49700,6,101,"Yuba City, CA Metro Area"
49700,6,115,"Yuba City, CA Metro Area"
49740,4,27,"Yuma, AZ Metro Area"
49780,39,119,"Zanesville, OH Micro Area"
NA,40,107,NA
NA,21,201,NA
NA,35,51,NA
NA,21,205,NA
NA,21,207,NA
NA,1,11,NA
NA,1,13,NA
NA,21,213,NA
NA,48,67,NA
NA,1,19,NA
NA,21,219,NA
NA,1,23,NA
NA,1,25,NA
NA,1,27,NA
NA,1,29,NA
NA,21,229,NA
NA,12,121,NA
NA,1,35,NA
NA,12,125,NA
NA,1,39,NA
NA,1,41,NA
NA,12,131,NA
NA,12,133,NA
NA,13,1,NA
NA,28,159,NA
NA,13,5,NA
NA,1,53,NA
NA,18,117,NA
NA,1,57,NA
NA,1,59,NA
NA,18,123,NA
NA,22,21,NA
NA,13,19,NA
NA,22,25,NA
NA,13,23,NA
NA,41,23,NA
NA,18,135,NA
NA,1,75,NA
NA,18,139,NA
NA,41,31,NA
NA,22,39,NA
NA,13,37,NA
NA,18,147,NA
NA,13,43,NA
NA,29,35,NA
NA,1,91,NA
NA,1,93,NA
NA,29,41,NA
NA,53,13,NA
NA,1,99,NA
NA,22,59,NA
NA,41,55,NA
NA,1,105,NA
NA,1,107,NA
NA,13,65,NA
NA,1,111,NA
NA,36,97,NA
NA,29,61,NA
NA,41,69,NA
NA,1,119,NA
NA,29,67,NA
NA,19,1,NA
NA,19,3,NA
NA,19,5,NA
NA,1,129,NA
NA,1,131,NA
NA,1,133,NA
NA,2,13,NA
NA,2,16,NA
NA,29,85,NA
NA,2,50,NA
NA,2,60,NA
NA,2,68,NA
NA,2,70,NA
NA,13,105,NA
NA,2,100,NA
NA,2,105,NA
NA,13,111,NA
NA,2,122,NA
NA,19,37,NA
NA,19,39,NA
NA,2,164,NA
NA,19,43,NA
NA,2,180,NA
NA,2,185,NA
NA,2,188,NA
NA,2,195,NA
NA,2,198,NA
NA,2,220,NA
NA,2,230,NA
NA,2,240,NA
NA,2,261,NA
NA,2,270,NA
NA,2,275,NA
NA,2,282,NA
NA,2,290,NA
NA,4,1,NA
NA,19,73,NA
NA,23,27,NA
NA,23,29,NA
NA,13,157,NA
NA,19,81,NA
NA,4,12,NA
NA,13,163,NA
NA,13,165,NA
NA,19,89,NA
NA,19,91,NA
NA,19,93,NA
NA,19,95,NA
NA,19,97,NA
NA,48,271,NA
NA,5,1,NA
NA,5,3,NA
NA,46,115,NA
NA,19,107,NA
NA,13,187,NA
NA,5,11,NA
NA,29,181,NA
NA,5,15,NA
NA,5,17,NA
NA,19,119,NA
NA,5,21,NA
NA,5,23,NA
NA,13,205,NA
NA,48,299,NA
NA,5,29,NA
NA,13,211,NA
NA,19,133,NA
NA,19,135,NA
NA,5,37,NA
NA,5,39,NA
NA,5,41,NA
NA,5,43,NA
NA,19,145,NA
NA,19,147,NA
NA,5,49,NA
NA,19,151,NA
NA,29,223,NA
NA,13,235,NA
NA,13,237,NA
NA,5,59,NA
NA,5,61,NA
NA,13,243,NA
NA,5,65,NA
NA,5,67,NA
NA,26,13,NA
NA,5,71,NA
NA,5,73,NA
NA,5,75,NA
NA,5,77,NA
NA,13,259,NA
NA,5,81,NA
NA,5,83,NA
NA,13,265,NA
NA,13,267,NA
NA,5,89,NA
NA,13,271,NA
NA,48,365,NA
NA,5,95,NA
NA,5,97,NA
NA,20,1,NA
NA,13,281,NA
NA,13,283,NA
NA,20,7,NA
NA,13,287,NA
NA,5,109,NA
NA,13,291,NA
NA,5,113,NA
NA,26,59,NA
NA,5,117,NA
NA,20,21,NA
NA,5,121,NA
NA,13,303,NA
NA,20,27,NA
NA,5,127,NA
NA,5,129,NA
NA,13,311,NA
NA,5,133,NA
NA,5,135,NA
NA,5,137,NA
NA,13,319,NA
NA,5,141,NA
NA,30,81,NA
NA,20,47,NA
NA,5,147,NA
NA,30,87,NA
NA,20,53,NA
NA,6,3,NA
NA,6,5,NA
NA,26,101,NA
NA,6,9,NA
NA,6,11,NA
NA,20,65,NA
NA,16,13,NA
NA,20,69,NA
NA,16,17,NA
NA,6,21,NA
NA,16,21,NA
NA,16,23,NA
NA,16,25,NA
NA,20,81,NA
NA,16,29,NA
NA,26,127,NA
NA,16,33,NA
NA,16,35,NA
NA,16,37,NA
NA,20,93,NA
NA,6,43,NA
NA,20,97,NA
NA,26,141,NA
NA,6,49,NA
NA,6,51,NA
NA,20,105,NA
NA,31,31,NA
NA,20,109,NA
NA,26,153,NA
NA,16,59,NA
NA,6,63,NA
NA,16,63,NA
NA,20,119,NA
NA,31,45,NA
NA,20,123,NA
NA,16,71,NA
NA,20,127,NA
NA,20,129,NA
NA,20,131,NA
NA,16,79,NA
NA,20,135,NA
NA,20,137,NA
NA,16,85,NA
NA,16,87,NA
NA,6,91,NA
NA,6,93,NA
NA,20,147,NA
NA,18,45,NA
NA,17,9,NA
NA,20,153,NA
NA,27,31,NA
NA,6,105,NA
NA,17,17,NA
NA,31,85,NA
NA,20,163,NA
NA,17,23,NA
NA,17,25,NA
NA,27,45,NA
NA,8,3,NA
NA,31,97,NA
NA,8,7,NA
NA,8,9,NA
NA,8,11,NA
NA,17,39,NA
NA,17,41,NA
NA,8,15,NA
NA,8,17,NA
NA,17,47,NA
NA,8,21,NA
NA,8,23,NA
NA,8,25,NA
NA,8,27,NA
NA,8,29,NA
NA,17,59,NA
NA,8,33,NA
NA,20,205,NA
NA,20,207,NA
NA,17,67,NA
NA,17,69,NA
NA,21,3,NA
NA,8,45,NA
NA,17,75,NA
NA,8,49,NA
NA,8,51,NA
NA,8,53,NA
NA,8,55,NA
NA,8,57,NA
NA,17,87,NA
NA,8,61,NA
NA,8,63,NA
NA,21,25,NA
NA,21,27,NA
NA,27,115,NA
NA,8,71,NA
NA,8,73,NA
NA,27,121,NA
NA,31,171,NA
NA,8,79,NA
NA,8,81,NA
NA,8,83,NA
NA,21,45,NA
NA,27,133,NA
NA,8,89,NA
NA,8,91,NA
NA,21,53,NA
NA,8,95,NA
NA,8,97,NA
NA,8,99,NA
NA,32,9,NA
NA,8,103,NA
NA,8,105,NA
NA,8,107,NA
NA,8,109,NA
NA,8,111,NA
NA,8,113,NA
NA,8,115,NA
NA,17,145,NA
NA,21,79,NA
NA,8,121,NA
NA,17,151,NA
NA,8,125,NA
NA,21,87,NA
NA,17,157,NA
NA,17,159,NA
NA,40,1,NA
NA,21,95,NA
NA,21,97,NA
NA,21,99,NA
NA,17,169,NA
NA,40,11,NA
NA,17,173,NA
NA,28,19,NA
NA,21,109,NA
NA,51,99,NA
NA,17,181,NA
NA,21,115,NA
NA,12,7,NA
NA,21,119,NA
NA,17,189,NA
NA,12,13,NA
NA,17,193,NA
NA,21,127,NA
NA,21,129,NA
NA,21,131,NA
NA,21,133,NA
NA,40,43,NA
NA,12,29,NA
NA,28,51,NA
NA,21,141,NA
NA,21,143,NA
NA,12,37,NA
NA,21,147,NA
NA,40,57,NA
NA,12,43,NA
NA,12,45,NA
NA,12,47,NA
NA,21,157,NA
NA,21,159,NA
NA,18,25,NA
NA,51,157,NA
NA,28,77,NA
NA,12,59,NA
NA,35,19,NA
NA,12,63,NA
NA,35,23,NA
NA,12,67,NA
NA,51,171,NA
NA,28,91,NA
NA,13,181,NA
NA,12,75,NA
NA,12,77,NA
NA,12,79,NA
NA,21,189,NA
NA,28,103,NA
NA,21,193,NA
NA,21,195,NA
NA,21,197,NA
NA,51,195,NA
NA,51,197,NA
NA,42,127,NA
NA,28,117,NA
NA,28,119,NA
NA,19,131,NA
NA,18,75,NA
NA,28,125,NA
NA,19,137,NA
NA,28,129,NA
NA,40,127,NA
NA,40,129,NA
NA,18,87,NA
NA,21,225,NA
NA,28,139,NA
NA,28,141,NA
NA,21,231,NA
NA,12,123,NA
NA,28,147,NA
NA,18,101,NA
NA,36,25,NA
NA,28,153,NA
NA,22,3,NA
NA,28,157,NA
NA,41,1,NA
NA,22,9,NA
NA,48,103,NA
NA,22,13,NA
NA,13,11,NA
NA,18,121,NA
NA,48,111,NA
NA,29,9,NA
NA,29,11,NA
NA,26,31,NA
NA,18,131,NA
NA,19,191,NA
NA,41,25,NA
NA,18,137,NA
NA,22,35,NA
NA,48,129,NA
NA,48,131,NA
NA,22,41,NA
NA,41,37,NA
NA,18,149,NA
NA,41,41,NA
NA,20,13,NA
NA,13,49,NA
NA,48,145,NA
NA,20,19,NA
NA,18,161,NA
NA,48,151,NA
NA,48,153,NA
NA,13,61,NA
NA,29,53,NA
NA,18,171,NA
NA,29,57,NA
NA,48,163,NA
NA,48,165,NA
NA,13,317,NA
NA,13,75,NA
NA,36,105,NA
NA,22,81,NA
NA,22,83,NA
NA,22,85,NA
NA,19,7,NA
NA,19,9,NA
NA,29,79,NA
NA,13,91,NA
NA,13,93,NA
NA,36,123,NA
NA,19,19,NA
NA,13,99,NA
NA,19,23,NA
NA,19,25,NA
NA,19,27,NA
NA,13,107,NA
NA,13,109,NA
NA,37,15,NA
NA,19,35,NA
NA,31,5,NA
NA,48,211,NA
NA,13,119,NA
NA,22,123,NA
NA,13,123,NA
NA,13,125,NA
NA,29,117,NA
NA,19,51,NA
NA,13,131,NA
NA,13,133,NA
NA,23,9,NA
NA,37,41,NA
NA,29,129,NA
NA,19,63,NA
NA,19,65,NA
NA,19,67,NA
NA,13,147,NA
NA,19,71,NA
NA,23,25,NA
NA,29,143,NA
NA,21,153,NA
NA,19,79,NA
NA,29,149,NA
NA,13,161,NA
NA,29,153,NA
NA,19,87,NA
NA,24,11,NA
NA,37,73,NA
NA,37,75,NA
NA,29,163,NA
NA,48,269,NA
NA,54,59,NA
NA,19,101,NA
NA,27,23,NA
NA,21,181,NA
NA,24,29,NA
NA,19,109,NA
NA,29,179,NA
NA,37,95,NA
NA,13,193,NA
NA,19,117,NA
NA,29,186,NA
NA,48,293,NA
NA,13,201,NA
NA,49,31,NA
NA,54,87,NA
NA,29,199,NA
NA,17,33,NA
NA,29,203,NA
NA,25,7,NA
NA,20,181,NA
NA,37,121,NA
NA,19,141,NA
NA,19,143,NA
NA,29,215,NA
NA,25,19,NA
NA,19,149,NA
NA,45,9,NA
NA,45,11,NA
NA,48,327,NA
NA,19,157,NA
NA,19,159,NA
NA,13,241,NA
NA,30,1,NA
NA,19,165,NA
NA,19,167,NA
NA,30,7,NA
NA,13,251,NA
NA,13,253,NA
NA,19,175,NA
NA,19,177,NA
NA,30,17,NA
NA,30,19,NA
NA,13,263,NA
NA,19,185,NA
NA,27,107,NA
NA,13,269,NA
NA,47,67,NA
NA,27,113,NA
NA,26,39,NA
NA,19,197,NA
NA,30,37,NA
NA,20,3,NA
NA,26,47,NA
NA,37,187,NA
NA,26,51,NA
NA,20,11,NA
NA,31,179,NA
NA,30,51,NA
NA,30,53,NA
NA,21,51,NA
NA,26,63,NA
NA,13,301,NA
NA,20,25,NA
NA,26,69,NA
NA,13,307,NA
NA,13,309,NA
NA,20,33,NA
NA,30,71,NA
NA,13,315,NA
NA,17,139,NA
NA,20,41,NA
NA,26,85,NA
NA,38,25,NA
NA,30,83,NA
NA,15,5,NA
NA,38,31,NA
NA,26,95,NA
NA,26,97,NA
NA,16,3,NA
NA,30,95,NA
NA,16,7,NA
NA,16,9,NA
NA,30,101,NA
NA,20,67,NA
NA,30,105,NA
NA,20,71,NA
NA,20,73,NA
NA,20,75,NA
NA,20,77,NA
NA,31,3,NA
NA,29,103,NA
NA,20,83,NA
NA,31,9,NA
NA,26,129,NA
NA,20,89,NA
NA,26,133,NA
NA,26,135,NA
NA,20,95,NA
NA,31,21,NA
NA,31,23,NA
NA,16,47,NA
NA,16,49,NA
NA,31,29,NA
NA,38,87,NA
NA,26,151,NA
NA,38,91,NA
NA,31,37,NA
NA,16,61,NA
NA,20,117,NA
NA,38,99,NA
NA,48,247,NA
NA,38,103,NA
NA,27,1,NA
NA,39,1,NA
NA,27,5,NA
NA,46,97,NA
NA,20,133,NA
NA,27,11,NA
NA,31,61,NA
NA,31,63,NA
NA,20,141,NA
NA,46,109,NA
NA,20,145,NA
NA,48,31,NA
NA,29,171,NA
NA,20,151,NA
NA,27,29,NA
NA,46,121,NA
NA,17,15,NA
NA,20,159,NA
NA,48,45,NA
NA,31,87,NA
NA,20,165,NA
NA,20,167,NA
NA,48,295,NA
NA,20,171,NA
NA,47,5,NA
NA,37,111,NA
NA,31,101,NA
NA,20,179,NA
NA,29,205,NA
NA,20,183,NA
NA,20,185,NA
NA,17,45,NA
NA,20,189,NA
NA,31,115,NA
NA,17,51,NA
NA,20,195,NA
NA,17,55,NA
NA,20,199,NA
NA,20,201,NA
NA,17,61,NA
NA,27,81,NA
NA,31,131,NA
NA,31,133,NA
NA,21,1,NA
NA,27,89,NA
NA,50,19,NA
NA,27,93,NA
NA,27,95,NA
NA,17,79,NA
NA,31,147,NA
NA,27,101,NA
NA,17,85,NA
NA,47,61,NA
NA,36,49,NA
NA,30,25,NA
NA,22,27,NA
NA,26,35,NA
NA,31,163,NA
NA,21,31,NA
NA,17,101,NA
NA,31,169,NA
NA,39,121,NA
NA,21,39,NA
NA,21,41,NA
NA,21,43,NA
NA,26,53,NA
NA,31,181,NA
NA,27,135,NA
NA,48,387,NA
NA,39,137,NA
NA,21,55,NA
NA,17,125,NA
NA,47,101,NA
NA,47,103,NA
NA,21,63,NA
NA,21,65,NA
NA,17,135,NA
NA,21,69,NA
NA,53,31,NA
NA,27,159,NA
NA,27,161,NA
NA,32,27,NA
NA,27,165,NA
NA,17,149,NA
NA,32,33,NA
NA,17,153,NA
NA,27,173,NA
NA,33,3,NA
NA,39,175,NA
NA,47,135,NA
NA,28,7,NA
NA,28,9,NA
NA,40,7,NA
NA,28,13,NA
NA,51,91,NA
NA,21,105,NA
NA,40,15,NA
NA,28,21,NA
NA,48,205,NA
NA,55,125,NA
NA,40,23,NA
NA,17,185,NA
NA,28,31,NA
NA,21,121,NA
NA,17,191,NA
NA,28,37,NA
NA,40,35,NA
NA,28,41,NA
NA,51,119,NA
NA,40,41,NA
NA,29,125,NA
NA,40,45,NA
NA,47,181,NA
NA,28,53,NA
NA,28,55,NA
NA,18,9,NA
NA,40,55,NA
NA,51,141,NA
NA,28,63,NA
NA,46,85,NA
NA,21,155,NA
NA,35,7,NA
NA,40,67,NA
NA,35,11,NA
NA,54,45,NA
NA,40,73,NA
NA,21,167,NA
NA,40,77,NA
NA,21,171,NA
NA,51,167,NA
NA,21,175,NA
NA,46,107,NA
NA,24,23,NA
NA,31,71,NA
NA,21,183,NA
NA,18,49,NA
NA,21,187,NA
NA,28,101,NA
NA,40,99,NA
NA,42,117,NA
NA,28,107,NA
NA,40,105,NA
NA,31,89,NA
NA,27,43,NA
NA,48,297,NA
NA,35,53,NA
NA,49,33,NA
NA,37,113,NA
NA,28,123,NA
NA,31,103,NA
NA,29,207,NA
NA,36,3,NA
NA,51,580,NA
NA,45,1,NA
NA,28,135,NA
NA,40,133,NA
NA,48,79,NA
NA,48,81,NA
NA,36,17,NA
NA,28,145,NA
NA,48,87,NA
NA,21,237,NA
NA,19,161,NA
NA,40,149,NA
NA,28,155,NA
NA,36,31,NA
NA,45,27,NA
NA,28,161,NA
NA,19,173,NA
NA,36,39,NA
NA,36,41,NA
NA,29,5,NA
NA,37,163,NA
NA,30,21,NA
NA,26,29,NA
NA,39,105,NA
NA,19,189,NA
NA,29,15,NA
NA,48,123,NA
NA,48,125,NA
NA,48,127,NA
NA,48,371,NA
NA,30,39,NA
NA,29,29,NA
NA,53,1,NA
NA,29,33,NA
NA,27,129,NA
NA,48,383,NA
NA,18,155,NA
NA,31,183,NA
NA,30,55,NA
NA,48,149,NA
NA,20,23,NA
NA,53,19,NA
NA,41,57,NA
NA,53,23,NA
NA,29,55,NA
NA,41,63,NA
NA,48,405,NA
NA,30,73,NA
NA,20,39,NA
NA,18,181,NA
NA,30,79,NA
NA,48,173,NA
NA,38,27,NA
NA,29,73,NA
NA,29,75,NA
NA,53,47,NA
NA,53,49,NA
NA,22,93,NA
NA,29,83,NA
NA,53,55,NA
NA,29,87,NA
NA,42,23,NA
NA,37,5,NA
NA,29,93,NA
NA,22,107,NA
NA,19,29,NA
NA,19,31,NA
NA,26,119,NA
NA,38,57,NA
NA,38,61,NA
NA,38,63,NA
NA,29,109,NA
NA,31,11,NA
NA,48,217,NA
NA,19,47,NA
NA,31,17,NA
NA,23,3,NA
NA,19,53,NA
NA,19,55,NA
NA,20,101,NA
NA,31,27,NA
NA,37,43,NA
